video_id,split,label,frame_dir,pose_json,frame_count,pose_frame_count
fall_16_cam0,train,fall,data/frame_splits/train/fall/fall_16_cam0,data/pose_splits/train/fall/fall_16_cam0.json,2,2
fall_16_cam1,train,fall,data/frame_splits/train/fall/fall_16_cam1,data/pose_splits/train/fall/fall_16_cam1.json,2,2
fall_17_cam0,train,fall,data/frame_splits/train/fall/fall_17_cam0,data/pose_splits/train/fall/fall_17_cam0.json,4,4
fall_17_cam1,train,fall,data/frame_splits/train/fall/fall_17_cam1,data/pose_splits/train/fall/fall_17_cam1.json,4,3
fall_19_cam0,train,fall,data/frame_splits/train/fall/fall_19_cam0,data/pose_splits/train/fall/fall_19_cam0.json,4,3
fall_19_cam1,train,fall,data/frame_splits/train/fall/fall_19_cam1,data/pose_splits/train/fall/fall_19_cam1.json,4,4
fall_20_cam0,train,fall,data/frame_splits/train/fall/fall_20_cam0,data/pose_splits/train/fall/fall_20_cam0.json,4,4
fall_20_cam1,train,fall,data/frame_splits/train/fall/fall_20_cam1,data/pose_splits/train/fall/fall_20_cam1.json,4,2
fall_21_cam0,train,fall,data/frame_splits/train/fall/fall_21_cam0,data/pose_splits/train/fall/fall_21_cam0.json,2,2
fall_21_cam1,train,fall,data/frame_splits/train/fall/fall_21_cam1,data/pose_splits/train/fall/fall_21_cam1.json,2,1
fall_22_cam0,train,fall,data/frame_splits/train/fall/fall_22_cam0,data/pose_splits/train/fall/fall_22_cam0.json,2,2
fall_22_cam1,train,fall,data/frame_splits/train/fall/fall_22_cam1,data/pose_splits/train/fall/fall_22_cam1.json,2,1
fall_23_cam0,train,fall,data/frame_splits/train/fall/fall_23_cam0,data/pose_splits/train/fall/fall_23_cam0.json,3,2
fall_23_cam1,train,fall,data/frame_splits/train/fall/fall_23_cam1,data/pose_splits/train/fall/fall_23_cam1.json,3,3
fall_24_cam0,train,fall,data/frame_splits/train/fall/fall_24_cam0,data/pose_splits/train/fall/fall_24_cam0.json,2,2
fall_24_cam1,train,fall,data/frame_splits/train/fall/fall_24_cam1,data/pose_splits/train/fall/fall_24_cam1.json,2,2
fall_25_cam0,train,fall,data/frame_splits/train/fall/fall_25_cam0,data/pose_splits/train/fall/fall_25_cam0.json,3,2
fall_25_cam1,train,fall,data/frame_splits/train/fall/fall_25_cam1,data/pose_splits/train/fall/fall_25_cam1.json,3,3
fall_27_cam0,train,fall,data/frame_splits/train/fall/fall_27_cam0,data/pose_splits/train/fall/fall_27_cam0.json,4,2
fall_27_cam1,train,fall,data/frame_splits/train/fall/fall_27_cam1,data/pose_splits/train/fall/fall_27_cam1.json,4,4
voxel_01-2,train,fall,data/frame_splits/train/fall/voxel_01-2,data/pose_splits/train/fall/voxel_01-2.json,5,5
voxel_01-6,train,fall,data/frame_splits/train/fall/voxel_01-6,data/pose_splits/train/fall/voxel_01-6.json,5,3
voxel_01-8,train,fall,data/frame_splits/train/fall/voxel_01-8,data/pose_splits/train/fall/voxel_01-8.json,5,3
voxel_02-2,train,fall,data/frame_splits/train/fall/voxel_02-2,data/pose_splits/train/fall/voxel_02-2.json,6,4
voxel_02-8,train,fall,data/frame_splits/train/fall/voxel_02-8,data/pose_splits/train/fall/voxel_02-8.json,5,2
voxel_03-2,train,fall,data/frame_splits/train/fall/voxel_03-2,data/pose_splits/train/fall/voxel_03-2.json,5,4
voxel_03-4,train,fall,data/frame_splits/train/fall/voxel_03-4,data/pose_splits/train/fall/voxel_03-4.json,4,4
voxel_03-6,train,fall,data/frame_splits/train/fall/voxel_03-6,data/pose_splits/train/fall/voxel_03-6.json,5,1
voxel_03-8,train,fall,data/frame_splits/train/fall/voxel_03-8,data/pose_splits/train/fall/voxel_03-8.json,4,4
voxel_04-2,train,fall,data/frame_splits/train/fall/voxel_04-2,data/pose_splits/train/fall/voxel_04-2.json,6,6
voxel_04-4,train,fall,data/frame_splits/train/fall/voxel_04-4,data/pose_splits/train/fall/voxel_04-4.json,4,4
voxel_04-6,train,fall,data/frame_splits/train/fall/voxel_04-6,data/pose_splits/train/fall/voxel_04-6.json,5,4
voxel_04-8,train,fall,data/frame_splits/train/fall/voxel_04-8,data/pose_splits/train/fall/voxel_04-8.json,5,5
voxel_05-2,train,fall,data/frame_splits/train/fall/voxel_05-2,data/pose_splits/train/fall/voxel_05-2.json,5,5
voxel_05-4,train,fall,data/frame_splits/train/fall/voxel_05-4,data/pose_splits/train/fall/voxel_05-4.json,6,5
voxel_05-6,train,fall,data/frame_splits/train/fall/voxel_05-6,data/pose_splits/train/fall/voxel_05-6.json,5,5
voxel_05-8,train,fall,data/frame_splits/train/fall/voxel_05-8,data/pose_splits/train/fall/voxel_05-8.json,4,4
voxel_06,train,fall,data/frame_splits/train/fall/voxel_06,data/pose_splits/train/fall/voxel_06.json,5,5
voxel_06-3,train,fall,data/frame_splits/train/fall/voxel_06-3,data/pose_splits/train/fall/voxel_06-3.json,4,4
voxel_06-5,train,fall,data/frame_splits/train/fall/voxel_06-5,data/pose_splits/train/fall/voxel_06-5.json,5,4
voxel_06-7,train,fall,data/frame_splits/train/fall/voxel_06-7,data/pose_splits/train/fall/voxel_06-7.json,4,4
voxel_07-4,train,fall,data/frame_splits/train/fall/voxel_07-4,data/pose_splits/train/fall/voxel_07-4.json,6,6
voxel_07-6,train,fall,data/frame_splits/train/fall/voxel_07-6,data/pose_splits/train/fall/voxel_07-6.json,5,5
voxel_08-2,train,fall,data/frame_splits/train/fall/voxel_08-2,data/pose_splits/train/fall/voxel_08-2.json,5,5
voxel_08-4,train,fall,data/frame_splits/train/fall/voxel_08-4,data/pose_splits/train/fall/voxel_08-4.json,5,4
voxel_08-6,train,fall,data/frame_splits/train/fall/voxel_08-6,data/pose_splits/train/fall/voxel_08-6.json,5,5
voxel_08-8,train,fall,data/frame_splits/train/fall/voxel_08-8,data/pose_splits/train/fall/voxel_08-8.json,5,5
voxel_09-2,train,fall,data/frame_splits/train/fall/voxel_09-2,data/pose_splits/train/fall/voxel_09-2.json,4,3
voxel_09-4,train,fall,data/frame_splits/train/fall/voxel_09-4,data/pose_splits/train/fall/voxel_09-4.json,5,5
voxel_09-8,train,fall,data/frame_splits/train/fall/voxel_09-8,data/pose_splits/train/fall/voxel_09-8.json,5,5
voxel_10-2,train,fall,data/frame_splits/train/fall/voxel_10-2,data/pose_splits/train/fall/voxel_10-2.json,6,4
voxel_10-4,train,fall,data/frame_splits/train/fall/voxel_10-4,data/pose_splits/train/fall/voxel_10-4.json,5,4
voxel_10-6,train,fall,data/frame_splits/train/fall/voxel_10-6,data/pose_splits/train/fall/voxel_10-6.json,4,2
voxel_11-2,train,fall,data/frame_splits/train/fall/voxel_11-2,data/pose_splits/train/fall/voxel_11-2.json,6,4
voxel_11-6,train,fall,data/frame_splits/train/fall/voxel_11-6,data/pose_splits/train/fall/voxel_11-6.json,5,4
voxel_11-8,train,fall,data/frame_splits/train/fall/voxel_11-8,data/pose_splits/train/fall/voxel_11-8.json,5,5
voxel_12-2,train,fall,data/frame_splits/train/fall/voxel_12-2,data/pose_splits/train/fall/voxel_12-2.json,7,4
voxel_12-6,train,fall,data/frame_splits/train/fall/voxel_12-6,data/pose_splits/train/fall/voxel_12-6.json,5,5
voxel_13-2,train,fall,data/frame_splits/train/fall/voxel_13-2,data/pose_splits/train/fall/voxel_13-2.json,6,5
voxel_13-4,train,fall,data/frame_splits/train/fall/voxel_13-4,data/pose_splits/train/fall/voxel_13-4.json,5,5
voxel_13-6,train,fall,data/frame_splits/train/fall/voxel_13-6,data/pose_splits/train/fall/voxel_13-6.json,5,5
voxel_14-6,train,fall,data/frame_splits/train/fall/voxel_14-6,data/pose_splits/train/fall/voxel_14-6.json,4,3
voxel_14-8,train,fall,data/frame_splits/train/fall/voxel_14-8,data/pose_splits/train/fall/voxel_14-8.json,4,3
voxel_15-2,train,fall,data/frame_splits/train/fall/voxel_15-2,data/pose_splits/train/fall/voxel_15-2.json,6,6
voxel_15-4,train,fall,data/frame_splits/train/fall/voxel_15-4,data/pose_splits/train/fall/voxel_15-4.json,4,4
voxel_15-8,train,fall,data/frame_splits/train/fall/voxel_15-8,data/pose_splits/train/fall/voxel_15-8.json,4,4
voxel_16-4,train,fall,data/frame_splits/train/fall/voxel_16-4,data/pose_splits/train/fall/voxel_16-4.json,5,5
voxel_16-6,train,fall,data/frame_splits/train/fall/voxel_16-6,data/pose_splits/train/fall/voxel_16-6.json,5,3
voxel_18-4,train,fall,data/frame_splits/train/fall/voxel_18-4,data/pose_splits/train/fall/voxel_18-4.json,6,5
voxel_19-2,train,fall,data/frame_splits/train/fall/voxel_19-2,data/pose_splits/train/fall/voxel_19-2.json,8,6
voxel_20-2,train,fall,data/frame_splits/train/fall/voxel_20-2,data/pose_splits/train/fall/voxel_20-2.json,6,6
voxel_21-2,train,fall,data/frame_splits/train/fall/voxel_21-2,data/pose_splits/train/fall/voxel_21-2.json,7,5
voxel_24,train,fall,data/frame_splits/train/fall/voxel_24,data/pose_splits/train/fall/voxel_24.json,5,5
voxel_25,train,fall,data/frame_splits/train/fall/voxel_25,data/pose_splits/train/fall/voxel_25.json,5,5
adl_01_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_01_cam0,data/pose_splits/train/no_fall/adl_01_cam0.json,4,2
adl_02_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_02_cam0,data/pose_splits/train/no_fall/adl_02_cam0.json,4,1
adl_03_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_03_cam0,data/pose_splits/train/no_fall/adl_03_cam0.json,4,1
adl_04_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_04_cam0,data/pose_splits/train/no_fall/adl_04_cam0.json,4,3
adl_05_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_05_cam0,data/pose_splits/train/no_fall/adl_05_cam0.json,4,2
adl_06_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_06_cam0,data/pose_splits/train/no_fall/adl_06_cam0.json,6,4
adl_08_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_08_cam0,data/pose_splits/train/no_fall/adl_08_cam0.json,4,2
adl_09_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_09_cam0,data/pose_splits/train/no_fall/adl_09_cam0.json,4,3
adl_10_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_10_cam0,data/pose_splits/train/no_fall/adl_10_cam0.json,7,6
adl_11_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_11_cam0,data/pose_splits/train/no_fall/adl_11_cam0.json,7,5
adl_13_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_13_cam0,data/pose_splits/train/no_fall/adl_13_cam0.json,6,3
adl_14_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_14_cam0,data/pose_splits/train/no_fall/adl_14_cam0.json,6,3
adl_16_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_16_cam0,data/pose_splits/train/no_fall/adl_16_cam0.json,6,3
adl_17_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_17_cam0,data/pose_splits/train/no_fall/adl_17_cam0.json,6,3
adl_22_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_22_cam0,data/pose_splits/train/no_fall/adl_22_cam0.json,6,0
adl_23_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_23_cam0,data/pose_splits/train/no_fall/adl_23_cam0.json,5,0
adl_24_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_24_cam0,data/pose_splits/train/no_fall/adl_24_cam0.json,3,2
adl_25_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_25_cam0,data/pose_splits/train/no_fall/adl_25_cam0.json,4,3
adl_26_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_26_cam0,data/pose_splits/train/no_fall/adl_26_cam0.json,4,4
adl_27_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_27_cam0,data/pose_splits/train/no_fall/adl_27_cam0.json,4,4
adl_30_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_30_cam0,data/pose_splits/train/no_fall/adl_30_cam0.json,7,2
adl_31_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_31_cam0,data/pose_splits/train/no_fall/adl_31_cam0.json,6,5
adl_33_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_33_cam0,data/pose_splits/train/no_fall/adl_33_cam0.json,5,2
adl_35_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_35_cam0,data/pose_splits/train/no_fall/adl_35_cam0.json,7,2
adl_36_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_36_cam0,data/pose_splits/train/no_fall/adl_36_cam0.json,6,4
adl_37_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_37_cam0,data/pose_splits/train/no_fall/adl_37_cam0.json,6,3
adl_38_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_38_cam0,data/pose_splits/train/no_fall/adl_38_cam0.json,6,1
adl_39_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_39_cam0,data/pose_splits/train/no_fall/adl_39_cam0.json,6,2
adl_40_cam0,train,no_fall,data/frame_splits/train/no_fall/adl_40_cam0,data/pose_splits/train/no_fall/adl_40_cam0.json,6,2
voxel_01-3,train,no_fall,data/frame_splits/train/no_fall/voxel_01-3,data/pose_splits/train/no_fall/voxel_01-3.json,6,6
voxel_01-5,train,no_fall,data/frame_splits/train/no_fall/voxel_01-5,data/pose_splits/train/no_fall/voxel_01-5.json,7,7
voxel_01-7,train,no_fall,data/frame_splits/train/no_fall/voxel_01-7,data/pose_splits/train/no_fall/voxel_01-7.json,6,6
voxel_02,train,no_fall,data/frame_splits/train/no_fall/voxel_02,data/pose_splits/train/no_fall/voxel_02.json,6,6
voxel_02-3,train,no_fall,data/frame_splits/train/no_fall/voxel_02-3,data/pose_splits/train/no_fall/voxel_02-3.json,7,7
voxel_02-5,train,no_fall,data/frame_splits/train/no_fall/voxel_02-5,data/pose_splits/train/no_fall/voxel_02-5.json,6,6
voxel_02-7,train,no_fall,data/frame_splits/train/no_fall/voxel_02-7,data/pose_splits/train/no_fall/voxel_02-7.json,5,5
voxel_03,train,no_fall,data/frame_splits/train/no_fall/voxel_03,data/pose_splits/train/no_fall/voxel_03.json,6,6
voxel_03-7,train,no_fall,data/frame_splits/train/no_fall/voxel_03-7,data/pose_splits/train/no_fall/voxel_03-7.json,5,5
voxel_04,train,no_fall,data/frame_splits/train/no_fall/voxel_04,data/pose_splits/train/no_fall/voxel_04.json,6,6
voxel_04-5,train,no_fall,data/frame_splits/train/no_fall/voxel_04-5,data/pose_splits/train/no_fall/voxel_04-5.json,7,7
voxel_04-7,train,no_fall,data/frame_splits/train/no_fall/voxel_04-7,data/pose_splits/train/no_fall/voxel_04-7.json,4,4
voxel_05,train,no_fall,data/frame_splits/train/no_fall/voxel_05,data/pose_splits/train/no_fall/voxel_05.json,6,6
voxel_05-5,train,no_fall,data/frame_splits/train/no_fall/voxel_05-5,data/pose_splits/train/no_fall/voxel_05-5.json,5,3
voxel_05-7,train,no_fall,data/frame_splits/train/no_fall/voxel_05-7,data/pose_splits/train/no_fall/voxel_05-7.json,6,5
voxel_06-2,train,no_fall,data/frame_splits/train/no_fall/voxel_06-2,data/pose_splits/train/no_fall/voxel_06-2.json,6,6
voxel_06-4,train,no_fall,data/frame_splits/train/no_fall/voxel_06-4,data/pose_splits/train/no_fall/voxel_06-4.json,5,5
voxel_07,train,no_fall,data/frame_splits/train/no_fall/voxel_07,data/pose_splits/train/no_fall/voxel_07.json,7,7
voxel_07-7,train,no_fall,data/frame_splits/train/no_fall/voxel_07-7,data/pose_splits/train/no_fall/voxel_07-7.json,6,6
voxel_08,train,no_fall,data/frame_splits/train/no_fall/voxel_08,data/pose_splits/train/no_fall/voxel_08.json,7,7
voxel_08-5,train,no_fall,data/frame_splits/train/no_fall/voxel_08-5,data/pose_splits/train/no_fall/voxel_08-5.json,7,6
voxel_08-7,train,no_fall,data/frame_splits/train/no_fall/voxel_08-7,data/pose_splits/train/no_fall/voxel_08-7.json,5,5
voxel_09-5,train,no_fall,data/frame_splits/train/no_fall/voxel_09-5,data/pose_splits/train/no_fall/voxel_09-5.json,7,7
voxel_10,train,no_fall,data/frame_splits/train/no_fall/voxel_10,data/pose_splits/train/no_fall/voxel_10.json,6,6
voxel_10-3,train,no_fall,data/frame_splits/train/no_fall/voxel_10-3,data/pose_splits/train/no_fall/voxel_10-3.json,7,7
voxel_10-5,train,no_fall,data/frame_splits/train/no_fall/voxel_10-5,data/pose_splits/train/no_fall/voxel_10-5.json,7,5
voxel_10-7,train,no_fall,data/frame_splits/train/no_fall/voxel_10-7,data/pose_splits/train/no_fall/voxel_10-7.json,4,4
voxel_11,train,no_fall,data/frame_splits/train/no_fall/voxel_11,data/pose_splits/train/no_fall/voxel_11.json,7,7
voxel_11-5,train,no_fall,data/frame_splits/train/no_fall/voxel_11-5,data/pose_splits/train/no_fall/voxel_11-5.json,6,5
voxel_12-3,train,no_fall,data/frame_splits/train/no_fall/voxel_12-3,data/pose_splits/train/no_fall/voxel_12-3.json,6,5
voxel_12-5,train,no_fall,data/frame_splits/train/no_fall/voxel_12-5,data/pose_splits/train/no_fall/voxel_12-5.json,6,6
voxel_12-7,train,no_fall,data/frame_splits/train/no_fall/voxel_12-7,data/pose_splits/train/no_fall/voxel_12-7.json,5,5
voxel_13,train,no_fall,data/frame_splits/train/no_fall/voxel_13,data/pose_splits/train/no_fall/voxel_13.json,5,5
voxel_13-3,train,no_fall,data/frame_splits/train/no_fall/voxel_13-3,data/pose_splits/train/no_fall/voxel_13-3.json,6,6
voxel_13-5,train,no_fall,data/frame_splits/train/no_fall/voxel_13-5,data/pose_splits/train/no_fall/voxel_13-5.json,4,4
voxel_13-7,train,no_fall,data/frame_splits/train/no_fall/voxel_13-7,data/pose_splits/train/no_fall/voxel_13-7.json,5,5
voxel_14-2,train,no_fall,data/frame_splits/train/no_fall/voxel_14-2,data/pose_splits/train/no_fall/voxel_14-2.json,6,3
voxel_14-3,train,no_fall,data/frame_splits/train/no_fall/voxel_14-3,data/pose_splits/train/no_fall/voxel_14-3.json,6,6
voxel_14-4,train,no_fall,data/frame_splits/train/no_fall/voxel_14-4,data/pose_splits/train/no_fall/voxel_14-4.json,7,6
voxel_14-7,train,no_fall,data/frame_splits/train/no_fall/voxel_14-7,data/pose_splits/train/no_fall/voxel_14-7.json,4,4
voxel_15,train,no_fall,data/frame_splits/train/no_fall/voxel_15,data/pose_splits/train/no_fall/voxel_15.json,6,6
voxel_15-3,train,no_fall,data/frame_splits/train/no_fall/voxel_15-3,data/pose_splits/train/no_fall/voxel_15-3.json,6,6
voxel_15-5,train,no_fall,data/frame_splits/train/no_fall/voxel_15-5,data/pose_splits/train/no_fall/voxel_15-5.json,4,4
voxel_16,train,no_fall,data/frame_splits/train/no_fall/voxel_16,data/pose_splits/train/no_fall/voxel_16.json,6,6
voxel_16-3,train,no_fall,data/frame_splits/train/no_fall/voxel_16-3,data/pose_splits/train/no_fall/voxel_16-3.json,6,6
voxel_16-5,train,no_fall,data/frame_splits/train/no_fall/voxel_16-5,data/pose_splits/train/no_fall/voxel_16-5.json,5,5
voxel_16-7,train,no_fall,data/frame_splits/train/no_fall/voxel_16-7,data/pose_splits/train/no_fall/voxel_16-7.json,4,4
voxel_17-3,train,no_fall,data/frame_splits/train/no_fall/voxel_17-3,data/pose_splits/train/no_fall/voxel_17-3.json,7,7
voxel_18-2,train,no_fall,data/frame_splits/train/no_fall/voxel_18-2,data/pose_splits/train/no_fall/voxel_18-2.json,6,6
voxel_18-3,train,no_fall,data/frame_splits/train/no_fall/voxel_18-3,data/pose_splits/train/no_fall/voxel_18-3.json,6,6
voxel_18-5,train,no_fall,data/frame_splits/train/no_fall/voxel_18-5,data/pose_splits/train/no_fall/voxel_18-5.json,8,8
voxel_19-5,train,no_fall,data/frame_splits/train/no_fall/voxel_19-5,data/pose_splits/train/no_fall/voxel_19-5.json,7,6
voxel_20,train,no_fall,data/frame_splits/train/no_fall/voxel_20,data/pose_splits/train/no_fall/voxel_20.json,6,5
voxel_20-5,train,no_fall,data/frame_splits/train/no_fall/voxel_20-5,data/pose_splits/train/no_fall/voxel_20-5.json,9,9
voxel_21,train,no_fall,data/frame_splits/train/no_fall/voxel_21,data/pose_splits/train/no_fall/voxel_21.json,6,5
voxel_21-3,train,no_fall,data/frame_splits/train/no_fall/voxel_21-3,data/pose_splits/train/no_fall/voxel_21-3.json,6,6
voxel_22-3,train,no_fall,data/frame_splits/train/no_fall/voxel_22-3,data/pose_splits/train/no_fall/voxel_22-3.json,7,7
