video_id,dataset,label,target,group_id,camera,path,split,split_strategy,frame_dir,fps,frame_count,duration_seconds,sample_fps,sampling_interval_seconds,sampled_frame_count,total_frames_read
adl_33_cam0,urfd_videos,no_fall,0,urfd::adl-33,cam0,data/raw/urfd_videos/No fall/adl-33/cam0/adl-33-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_33_cam0,30.0000,200,6.6667,3.00,0.3333,20,200
adl_35_cam0,urfd_videos,no_fall,0,urfd::adl-35,cam0,data/raw/urfd_videos/No fall/adl-35/cam0/adl-35-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_35_cam0,30.0000,280,9.3333,3.00,0.3333,28,280
adl_36_cam0,urfd_videos,no_fall,0,urfd::adl-36,cam0,data/raw/urfd_videos/No fall/adl-36/cam0/adl-36-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_36_cam0,30.0000,340,11.3333,3.00,0.3333,34,340
adl_37_cam0,urfd_videos,no_fall,0,urfd::adl-37,cam0,data/raw/urfd_videos/No fall/adl-37/cam0/adl-37-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_37_cam0,30.0000,350,11.6667,3.00,0.3333,35,350
adl_38_cam0,urfd_videos,no_fall,0,urfd::adl-38,cam0,data/raw/urfd_videos/No fall/adl-38/cam0/adl-38-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_38_cam0,30.0000,345,11.5000,3.00,0.3333,35,345
adl_39_cam0,urfd_videos,no_fall,0,urfd::adl-39,cam0,data/raw/urfd_videos/No fall/adl-39/cam0/adl-39-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_39_cam0,30.0000,270,9.0000,3.00,0.3333,27,270
adl_40_cam0,urfd_videos,no_fall,0,urfd::adl-40,cam0,data/raw/urfd_videos/No fall/adl-40/cam0/adl-40-cam0.mp4,train,,data/processed/frames/train/no_fall/adl_40_cam0,30.0000,330,11.0000,3.00,0.3333,33,330
voxel_01-2,voxel_huggingface_data,fall,1,voxel::01-2,unknown,data/raw/voxel_huggingface_data/Fall/01-2.mp4,train,,data/processed/frames/train/fall/voxel_01-2,29.8362,190,6.3681,3.00,0.3333,20,190
voxel_01-6,voxel_huggingface_data,fall,1,voxel::01-6,unknown,data/raw/voxel_huggingface_data/Fall/01-6.mp4,train,,data/processed/frames/train/fall/voxel_01-6,29.8443,139,4.6575,3.00,0.3333,14,139
voxel_01-8,voxel_huggingface_data,fall,1,voxel::01-8,unknown,data/raw/voxel_huggingface_data/Fall/01-8.mp4,train,,data/processed/frames/train/fall/voxel_01-8,29.5680,203,6.8655,3.00,0.3333,21,203
voxel_02-2,voxel_huggingface_data,fall,1,voxel::02-2,unknown,data/raw/voxel_huggingface_data/Fall/02-2.mp4,train,,data/processed/frames/train/fall/voxel_02-2,29.8299,252,8.4479,3.00,0.3333,26,252
voxel_02-8,voxel_huggingface_data,fall,1,voxel::02-8,unknown,data/raw/voxel_huggingface_data/Fall/02-8.mp4,train,,data/processed/frames/train/fall/voxel_02-8,29.6727,189,6.3695,3.00,0.3333,20,189
voxel_03-2,voxel_huggingface_data,fall,1,voxel::03-2,unknown,data/raw/voxel_huggingface_data/Fall/03-2.mp4,train,,data/processed/frames/train/fall/voxel_03-2,29.8229,210,7.0416,3.00,0.3333,22,210
voxel_03-4,voxel_huggingface_data,fall,1,voxel::03-4,unknown,data/raw/voxel_huggingface_data/Fall/03-4.mp4,train,,data/processed/frames/train/fall/voxel_03-4,29.8127,167,5.6016,3.00,0.3333,17,167
voxel_03-6,voxel_huggingface_data,fall,1,voxel::03-6,unknown,data/raw/voxel_huggingface_data/Fall/03-6.mp4,train,,data/processed/frames/train/fall/voxel_03-6,29.8261,200,6.7055,3.00,0.3333,21,200
voxel_03-8,voxel_huggingface_data,fall,1,voxel::03-8,unknown,data/raw/voxel_huggingface_data/Fall/03-8.mp4,train,,data/processed/frames/train/fall/voxel_03-8,29.7215,176,5.9216,3.00,0.3333,18,176
voxel_04-2,voxel_huggingface_data,fall,1,voxel::04-2,unknown,data/raw/voxel_huggingface_data/Fall/04-2.mp4,train,,data/processed/frames/train/fall/voxel_04-2,29.8737,305,10.2096,3.00,0.3333,31,305
voxel_04-4,voxel_huggingface_data,fall,1,voxel::04-4,unknown,data/raw/voxel_huggingface_data/Fall/04-4.mp4,train,,data/processed/frames/train/fall/voxel_04-4,29.8670,163,5.4575,3.00,0.3333,17,163
voxel_04-6,voxel_huggingface_data,fall,1,voxel::04-6,unknown,data/raw/voxel_huggingface_data/Fall/04-6.mp4,train,,data/processed/frames/train/fall/voxel_04-6,29.8630,141,4.7216,3.00,0.3333,15,141
voxel_04-8,voxel_huggingface_data,fall,1,voxel::04-8,unknown,data/raw/voxel_huggingface_data/Fall/04-8.mp4,train,,data/processed/frames/train/fall/voxel_04-8,29.4278,146,4.9613,3.00,0.3333,15,146
voxel_05-2,voxel_huggingface_data,fall,1,voxel::05-2,unknown,data/raw/voxel_huggingface_data/Fall/05-2.mp4,train,,data/processed/frames/train/fall/voxel_05-2,29.8136,135,4.5281,3.00,0.3333,14,135
voxel_05-4,voxel_huggingface_data,fall,1,voxel::05-4,unknown,data/raw/voxel_huggingface_data/Fall/05-4.mp4,train,,data/processed/frames/train/fall/voxel_05-4,29.8526,300,10.0494,3.00,0.3333,31,300
voxel_05-6,voxel_huggingface_data,fall,1,voxel::05-6,unknown,data/raw/voxel_huggingface_data/Fall/05-6.mp4,train,,data/processed/frames/train/fall/voxel_05-6,29.8260,221,7.4096,3.00,0.3333,23,221
voxel_05-8,voxel_huggingface_data,fall,1,voxel::05-8,unknown,data/raw/voxel_huggingface_data/Fall/05-8.mp4,train,,data/processed/frames/train/fall/voxel_05-8,29.7048,174,5.8576,3.00,0.3333,18,174
voxel_06,voxel_huggingface_data,fall,1,voxel::06,unknown,data/raw/voxel_huggingface_data/Fall/06.mp4,train,,data/processed/frames/train/fall/voxel_06,29.8642,194,6.4961,3.00,0.3333,20,194
voxel_06-3,voxel_huggingface_data,fall,1,voxel::06-3,unknown,data/raw/voxel_huggingface_data/Fall/06-3.mp4,train,,data/processed/frames/train/fall/voxel_06-3,29.8903,166,5.5536,3.00,0.3333,17,166
voxel_06-5,voxel_huggingface_data,fall,1,voxel::06-5,unknown,data/raw/voxel_huggingface_data/Fall/06-5.mp4,train,,data/processed/frames/train/fall/voxel_06-5,29.8550,183,6.1296,3.00,0.3333,19,183
voxel_06-7,voxel_huggingface_data,fall,1,voxel::06-7,unknown,data/raw/voxel_huggingface_data/Fall/06-7.mp4,train,,data/processed/frames/train/fall/voxel_06-7,29.6635,169,5.6972,3.00,0.3333,17,169
voxel_07-4,voxel_huggingface_data,fall,1,voxel::07-4,unknown,data/raw/voxel_huggingface_data/Fall/07-4.mp4,train,,data/processed/frames/train/fall/voxel_07-4,29.8048,269,9.0254,3.00,0.3333,27,269
voxel_07-6,voxel_huggingface_data,fall,1,voxel::07-6,unknown,data/raw/voxel_huggingface_data/Fall/07-6.mp4,train,,data/processed/frames/train/fall/voxel_07-6,29.8174,188,6.3050,3.00,0.3333,19,188
voxel_08-2,voxel_huggingface_data,fall,1,voxel::08-2,unknown,data/raw/voxel_huggingface_data/Fall/08-2.mp4,train,,data/processed/frames/train/fall/voxel_08-2,29.8466,181,6.0643,3.00,0.3333,19,181
voxel_08-4,voxel_huggingface_data,fall,1,voxel::08-4,unknown,data/raw/voxel_huggingface_data/Fall/08-4.mp4,train,,data/processed/frames/train/fall/voxel_08-4,29.3500,186,6.3373,3.00,0.3333,19,186
voxel_08-6,voxel_huggingface_data,fall,1,voxel::08-6,unknown,data/raw/voxel_huggingface_data/Fall/08-6.mp4,train,,data/processed/frames/train/fall/voxel_08-6,29.8840,187,6.2575,3.00,0.3333,19,187
voxel_08-8,voxel_huggingface_data,fall,1,voxel::08-8,unknown,data/raw/voxel_huggingface_data/Fall/08-8.mp4,train,,data/processed/frames/train/fall/voxel_08-8,29.6318,129,4.3534,3.00,0.3333,13,129
voxel_09-2,voxel_huggingface_data,fall,1,voxel::09-2,unknown,data/raw/voxel_huggingface_data/Fall/09-2.mp4,train,,data/processed/frames/train/fall/voxel_09-2,29.8205,167,5.6002,3.00,0.3333,17,167
voxel_09-4,voxel_huggingface_data,fall,1,voxel::09-4,unknown,data/raw/voxel_huggingface_data/Fall/09-4.mp4,train,,data/processed/frames/train/fall/voxel_09-4,29.8832,186,6.2242,3.00,0.3333,19,186
voxel_09-8,voxel_huggingface_data,fall,1,voxel::09-8,unknown,data/raw/voxel_huggingface_data/Fall/09-8.mp4,train,,data/processed/frames/train/fall/voxel_09-8,29.2311,131,4.4815,3.00,0.3333,14,131
voxel_10-2,voxel_huggingface_data,fall,1,voxel::10-2,unknown,data/raw/voxel_huggingface_data/Fall/10-2.mp4,train,,data/processed/frames/train/fall/voxel_10-2,14.9944,167,11.1375,3.00,0.3333,34,167
voxel_10-4,voxel_huggingface_data,fall,1,voxel::10-4,unknown,data/raw/voxel_huggingface_data/Fall/10-4.mp4,train,,data/processed/frames/train/fall/voxel_10-4,29.8707,131,4.3856,3.00,0.3333,14,131
voxel_10-6,voxel_huggingface_data,fall,1,voxel::10-6,unknown,data/raw/voxel_huggingface_data/Fall/10-6.mp4,train,,data/processed/frames/train/fall/voxel_10-6,29.8563,151,5.0576,3.00,0.3333,16,151
voxel_11-2,voxel_huggingface_data,fall,1,voxel::11-2,unknown,data/raw/voxel_huggingface_data/Fall/11-2.mp4,train,,data/processed/frames/train/fall/voxel_11-2,15.0094,159,10.5933,3.00,0.3333,32,159
voxel_11-6,voxel_huggingface_data,fall,1,voxel::11-6,unknown,data/raw/voxel_huggingface_data/Fall/11-6.mp4,train,,data/processed/frames/train/fall/voxel_11-6,29.8150,136,4.5615,3.00,0.3333,14,136
voxel_11-8,voxel_huggingface_data,fall,1,voxel::11-8,unknown,data/raw/voxel_huggingface_data/Fall/11-8.mp4,train,,data/processed/frames/train/fall/voxel_11-8,29.6848,181,6.0974,3.00,0.3333,19,181
voxel_12-2,voxel_huggingface_data,fall,1,voxel::12-2,unknown,data/raw/voxel_huggingface_data/Fall/12-2.mp4,train,,data/processed/frames/train/fall/voxel_12-2,15.0113,184,12.2574,3.00,0.3333,37,184
voxel_12-6,voxel_huggingface_data,fall,1,voxel::12-6,unknown,data/raw/voxel_huggingface_data/Fall/12-6.mp4,train,,data/processed/frames/train/fall/voxel_12-6,29.8357,138,4.6253,3.00,0.3333,14,138
voxel_13-2,voxel_huggingface_data,fall,1,voxel::13-2,unknown,data/raw/voxel_huggingface_data/Fall/13-2.mp4,train,,data/processed/frames/train/fall/voxel_13-2,14.9505,133,8.8960,3.00,0.3333,27,133
voxel_13-4,voxel_huggingface_data,fall,1,voxel::13-4,unknown,data/raw/voxel_huggingface_data/Fall/13-4.mp4,train,,data/processed/frames/train/fall/voxel_13-4,29.8896,121,4.0482,3.00,0.3333,13,121
voxel_13-6,voxel_huggingface_data,fall,1,voxel::13-6,unknown,data/raw/voxel_huggingface_data/Fall/13-6.mp4,train,,data/processed/frames/train/fall/voxel_13-6,29.8396,149,4.9934,3.00,0.3333,15,149
voxel_14-6,voxel_huggingface_data,fall,1,voxel::14-6,unknown,data/raw/voxel_huggingface_data/Fall/14-6.mp4,train,,data/processed/frames/train/fall/voxel_14-6,29.9072,157,5.2496,3.00,0.3333,16,157
voxel_14-8,voxel_huggingface_data,fall,1,voxel::14-8,unknown,data/raw/voxel_huggingface_data/Fall/14-8.mp4,train,,data/processed/frames/train/fall/voxel_14-8,29.6630,169,5.6973,3.00,0.3333,17,169
voxel_15-2,voxel_huggingface_data,fall,1,voxel::15-2,unknown,data/raw/voxel_huggingface_data/Fall/15-2.mp4,train,,data/processed/frames/train/fall/voxel_15-2,29.8321,348,11.6653,3.00,0.3333,35,348
voxel_15-4,voxel_huggingface_data,fall,1,voxel::15-4,unknown,data/raw/voxel_huggingface_data/Fall/15-4.mp4,train,,data/processed/frames/train/fall/voxel_15-4,15.0452,85,5.6496,3.00,0.3333,17,85
voxel_15-8,voxel_huggingface_data,fall,1,voxel::15-8,unknown,data/raw/voxel_huggingface_data/Fall/15-8.mp4,train,,data/processed/frames/train/fall/voxel_15-8,29.6589,178,6.0016,3.00,0.3333,18,178
voxel_16-4,voxel_huggingface_data,fall,1,voxel::16-4,unknown,data/raw/voxel_huggingface_data/Fall/16-4.mp4,train,,data/processed/frames/train/fall/voxel_16-4,14.9664,91,6.0803,3.00,0.3333,19,91
