window_id,video_id,label,split,window_path
gmncsa24_gmncsa_fall_068_w0029,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0029.json
gmncsa24_gmncsa_fall_068_w0009,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0009.json
gmncsa24_gmncsa_fall_068_w0025,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0025.json
gmncsa24_gmncsa_fall_068_w0033,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0033.json
gmncsa24_gmncsa_fall_068_w0032,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0032.json
gmncsa24_gmncsa_fall_068_w0024,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0024.json
gmncsa24_gmncsa_fall_068_w0008,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0008.json
gmncsa24_gmncsa_fall_068_w0028,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0028.json
gmncsa24_gmncsa_fall_068_w0004,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0004.json
gmncsa24_gmncsa_fall_068_w0012,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0012.json
gmncsa24_gmncsa_fall_068_w0007,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0007.json
gmncsa24_gmncsa_fall_068_w0011,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0011.json
gmncsa24_gmncsa_fall_068_w0031,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0031.json
gmncsa24_gmncsa_fall_068_w0027,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0027.json
gmncsa24_gmncsa_fall_068_w0026,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0026.json
gmncsa24_gmncsa_fall_068_w0030,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0030.json
gmncsa24_gmncsa_fall_068_w0010,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0010.json
gmncsa24_gmncsa_fall_068_w0006,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0006.json
gmncsa24_gmncsa_fall_068_w0021,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0021.json
gmncsa24_gmncsa_fall_068_w0001,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0001.json
gmncsa24_gmncsa_fall_068_w0017,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0017.json
gmncsa24_gmncsa_fall_068_w0016,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0016.json
gmncsa24_gmncsa_fall_068_w0000,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0000.json
gmncsa24_gmncsa_fall_068_w0020,gmncsa24_gmncsa_fall_068,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_068/gmncsa24_gmncsa_fall_068_w0020.json
gmncsa24_gmncsa_fall_057_w0002,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0002.json
gmncsa24_gmncsa_fall_057_w0014,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0014.json
gmncsa24_gmncsa_fall_057_w0022,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0022.json
gmncsa24_gmncsa_fall_057_w0018,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0018.json
gmncsa24_gmncsa_fall_057_w0019,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0019.json
gmncsa24_gmncsa_fall_057_w0023,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0023.json
gmncsa24_gmncsa_fall_057_w0015,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0015.json
gmncsa24_gmncsa_fall_057_w0003,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0003.json
gmncsa24_gmncsa_fall_057_w0024,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0024.json
gmncsa24_gmncsa_fall_057_w0008,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0008.json
gmncsa24_gmncsa_fall_057_w0004,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0004.json
gmncsa24_gmncsa_fall_057_w0012,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0012.json
gmncsa24_gmncsa_fall_057_w0013,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0013.json
gmncsa24_gmncsa_fall_057_w0005,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0005.json
gmncsa24_gmncsa_fall_057_w0009,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0009.json
gmncsa24_gmncsa_fall_057_w0025,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0025.json
gmncsa24_gmncsa_fall_057_w0010,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0010.json
gmncsa24_gmncsa_fall_057_w0006,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0006.json
gmncsa24_gmncsa_fall_057_w0007,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0007.json
gmncsa24_gmncsa_fall_057_w0011,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0011.json
gmncsa24_gmncsa_fall_057_w0016,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0016.json
gmncsa24_gmncsa_fall_057_w0000,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0000.json
gmncsa24_gmncsa_fall_057_w0020,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0020.json
gmncsa24_gmncsa_fall_057_w0021,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0021.json
gmncsa24_gmncsa_fall_057_w0001,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0001.json
gmncsa24_gmncsa_fall_057_w0017,gmncsa24_gmncsa_fall_057,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_057/gmncsa24_gmncsa_fall_057_w0017.json
le2i_H02_video_32_fall_w0000,le2i_H02_video_32_fall,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/le2i_H02_video_32_fall/le2i_H02_video_32_fall_w0000.json
gmncsa24_gmncsa_fall_032_w0009,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0009.json
gmncsa24_gmncsa_fall_032_w0005,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0005.json
gmncsa24_gmncsa_fall_032_w0013,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0013.json
gmncsa24_gmncsa_fall_032_w0012,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0012.json
gmncsa24_gmncsa_fall_032_w0004,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0004.json
gmncsa24_gmncsa_fall_032_w0008,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0008.json
gmncsa24_gmncsa_fall_032_w0003,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0003.json
gmncsa24_gmncsa_fall_032_w0015,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0015.json
gmncsa24_gmncsa_fall_032_w0023,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0023.json
gmncsa24_gmncsa_fall_032_w0019,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0019.json
gmncsa24_gmncsa_fall_032_w0018,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0018.json
gmncsa24_gmncsa_fall_032_w0022,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0022.json
gmncsa24_gmncsa_fall_032_w0014,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0014.json
gmncsa24_gmncsa_fall_032_w0002,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0002.json
gmncsa24_gmncsa_fall_032_w0017,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0017.json
gmncsa24_gmncsa_fall_032_w0001,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0001.json
gmncsa24_gmncsa_fall_032_w0021,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0021.json
gmncsa24_gmncsa_fall_032_w0020,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0020.json
gmncsa24_gmncsa_fall_032_w0000,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0000.json
gmncsa24_gmncsa_fall_032_w0016,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0016.json
gmncsa24_gmncsa_fall_032_w0011,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0011.json
gmncsa24_gmncsa_fall_032_w0007,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0007.json
gmncsa24_gmncsa_fall_032_w0006,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0006.json
gmncsa24_gmncsa_fall_032_w0010,gmncsa24_gmncsa_fall_032,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/gmncsa24_gmncsa_fall_032/gmncsa24_gmncsa_fall_032_w0010.json
le2i_H01_video_9_fall_w0000,le2i_H01_video_9_fall,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/le2i_H01_video_9_fall/le2i_H01_video_9_fall_w0000.json
urfd_fall-01-cam0_w0021,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0021.json
urfd_fall-01-cam0_w0017,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0017.json
urfd_fall-01-cam0_w0001,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0001.json
urfd_fall-01-cam0_w0000,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0000.json
urfd_fall-01-cam0_w0016,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0016.json
urfd_fall-01-cam0_w0020,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0020.json
urfd_fall-01-cam0_w0011,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0011.json
urfd_fall-01-cam0_w0007,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0007.json
urfd_fall-01-cam0_w0027,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0027.json
urfd_fall-01-cam0_w0026,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0026.json
urfd_fall-01-cam0_w0006,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0006.json
urfd_fall-01-cam0_w0010,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0010.json
urfd_fall-01-cam0_w0029,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0029.json
urfd_fall-01-cam0_w0005,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0005.json
urfd_fall-01-cam0_w0013,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0013.json
urfd_fall-01-cam0_w0025,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0025.json
urfd_fall-01-cam0_w0009,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0009.json
urfd_fall-01-cam0_w0008,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0008.json
urfd_fall-01-cam0_w0024,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0024.json
urfd_fall-01-cam0_w0012,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0012.json
urfd_fall-01-cam0_w0004,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0004.json
urfd_fall-01-cam0_w0028,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0028.json
urfd_fall-01-cam0_w0023,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0023.json
urfd_fall-01-cam0_w0019,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0019.json
urfd_fall-01-cam0_w0003,urfd_fall-01-cam0,fall,train,/Users/varunreddyseelam/Desktop/Gen_ai/final_pipeline/data/windows/train/fall/urfd_fall-01-cam0/urfd_fall-01-cam0_w0003.json
