video_id    , dataset               , label  , target, group_id     , camera , path                                                , split
adl_28_cam0 , urfd_videos           , no_fall,      0, urfd::adl-28 , cam0   , data/urfd_videos/No fall/adl-28/cam0/adl-28-cam0.mp4, test
adl_32_cam0 , urfd_videos           , no_fall,      0, urfd::adl-32 , cam0   , data/urfd_videos/No fall/adl-32/cam0/adl-32-cam0.mp4, test
adl_34_cam0 , urfd_videos           , no_fall,      0, urfd::adl-34 , cam0   , data/urfd_videos/No fall/adl-34/cam0/adl-34-cam0.mp4, test
fall_01_cam0, urfd_videos           , fall   ,      1, urfd::fall-01, cam0   , data/urfd_videos/fall/fall-01/cam0/fall-01-cam0.mp4 , train
fall_01_cam1, urfd_videos           , fall   ,      1, urfd::fall-01, cam1   , data/urfd_videos/fall/fall-01/cam1/fall-01-cam1.mp4 , train
fall_02_cam0, urfd_videos           , fall   ,      1, urfd::fall-02, cam0   , data/urfd_videos/fall/fall-02/cam0/fall-02-cam0.mp4 , train
fall_02_cam1, urfd_videos           , fall   ,      1, urfd::fall-02, cam1   , data/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4 , train
fall_03_cam0, urfd_videos           , fall   ,      1, urfd::fall-03, cam0   , data/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4 , train
fall_03_cam1, urfd_videos           , fall   ,      1, urfd::fall-03, cam1   , data/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4 , train
fall_06_cam0, urfd_videos           , fall   ,      1, urfd::fall-06, cam0   , data/urfd_videos/fall/fall-06/cam0/fall-06-cam0.mp4 , train
fall_06_cam1, urfd_videos           , fall   ,      1, urfd::fall-06, cam1   , data/urfd_videos/fall/fall-06/cam1/fall-06-cam1.mp4 , train
fall_07_cam0, urfd_videos           , fall   ,      1, urfd::fall-07, cam0   , data/urfd_videos/fall/fall-07/cam0/fall-07-cam0.mp4 , train
fall_07_cam1, urfd_videos           , fall   ,      1, urfd::fall-07, cam1   , data/urfd_videos/fall/fall-07/cam1/fall-07-cam1.mp4 , train
fall_08_cam0, urfd_videos           , fall   ,      1, urfd::fall-08, cam0   , data/urfd_videos/fall/fall-08/cam0/fall-08-cam0.mp4 , train
fall_08_cam1, urfd_videos           , fall   ,      1, urfd::fall-08, cam1   , data/urfd_videos/fall/fall-08/cam1/fall-08-cam1.mp4 , train
fall_09_cam0, urfd_videos           , fall   ,      1, urfd::fall-09, cam0   , data/urfd_videos/fall/fall-09/cam0/fall-09-cam0.mp4 , train
fall_09_cam1, urfd_videos           , fall   ,      1, urfd::fall-09, cam1   , data/urfd_videos/fall/fall-09/cam1/fall-09-cam1.mp4 , train
fall_10_cam0, urfd_videos           , fall   ,      1, urfd::fall-10, cam0   , data/urfd_videos/fall/fall-10/cam0/fall-10-cam0.mp4 , train
fall_10_cam1, urfd_videos           , fall   ,      1, urfd::fall-10, cam1   , data/urfd_videos/fall/fall-10/cam1/fall-10-cam1.mp4 , train
fall_11_cam0, urfd_videos           , fall   ,      1, urfd::fall-11, cam0   , data/urfd_videos/fall/fall-11/cam0/fall-11-cam0.mp4 , train
fall_11_cam1, urfd_videos           , fall   ,      1, urfd::fall-11, cam1   , data/urfd_videos/fall/fall-11/cam1/fall-11-cam1.mp4 , train
fall_13_cam0, urfd_videos           , fall   ,      1, urfd::fall-13, cam0   , data/urfd_videos/fall/fall-13/cam0/fall-13-cam0.mp4 , train
fall_13_cam1, urfd_videos           , fall   ,      1, urfd::fall-13, cam1   , data/urfd_videos/fall/fall-13/cam1/fall-13-cam1.mp4 , train
fall_16_cam0, urfd_videos           , fall   ,      1, urfd::fall-16, cam0   , data/urfd_videos/fall/fall-16/cam0/fall-16-cam0.mp4 , train
fall_16_cam1, urfd_videos           , fall   ,      1, urfd::fall-16, cam1   , data/urfd_videos/fall/fall-16/cam1/fall-16-cam1.mp4 , train
fall_17_cam0, urfd_videos           , fall   ,      1, urfd::fall-17, cam0   , data/urfd_videos/fall/fall-17/cam0/fall-17-cam0.mp4 , train
fall_17_cam1, urfd_videos           , fall   ,      1, urfd::fall-17, cam1   , data/urfd_videos/fall/fall-17/cam1/fall-17-cam1.mp4 , train
fall_19_cam0, urfd_videos           , fall   ,      1, urfd::fall-19, cam0   , data/urfd_videos/fall/fall-19/cam0/fall-19-cam0.mp4 , train
fall_19_cam1, urfd_videos           , fall   ,      1, urfd::fall-19, cam1   , data/urfd_videos/fall/fall-19/cam1/fall-19-cam1.mp4 , train
fall_20_cam0, urfd_videos           , fall   ,      1, urfd::fall-20, cam0   , data/urfd_videos/fall/fall-20/cam0/fall-20-cam0.mp4 , train
fall_20_cam1, urfd_videos           , fall   ,      1, urfd::fall-20, cam1   , data/urfd_videos/fall/fall-20/cam1/fall-20-cam1.mp4 , train
fall_21_cam0, urfd_videos           , fall   ,      1, urfd::fall-21, cam0   , data/urfd_videos/fall/fall-21/cam0/fall-21-cam0.mp4 , train
fall_21_cam1, urfd_videos           , fall   ,      1, urfd::fall-21, cam1   , data/urfd_videos/fall/fall-21/cam1/fall-21-cam1.mp4 , train
fall_22_cam0, urfd_videos           , fall   ,      1, urfd::fall-22, cam0   , data/urfd_videos/fall/fall-22/cam0/fall-22-cam0.mp4 , train
fall_22_cam1, urfd_videos           , fall   ,      1, urfd::fall-22, cam1   , data/urfd_videos/fall/fall-22/cam1/fall-22-cam1.mp4 , train
fall_23_cam0, urfd_videos           , fall   ,      1, urfd::fall-23, cam0   , data/urfd_videos/fall/fall-23/cam0/fall-23-cam0.mp4 , train
fall_23_cam1, urfd_videos           , fall   ,      1, urfd::fall-23, cam1   , data/urfd_videos/fall/fall-23/cam1/fall-23-cam1.mp4 , train
fall_24_cam0, urfd_videos           , fall   ,      1, urfd::fall-24, cam0   , data/urfd_videos/fall/fall-24/cam0/fall-24-cam0.mp4 , train
fall_24_cam1, urfd_videos           , fall   ,      1, urfd::fall-24, cam1   , data/urfd_videos/fall/fall-24/cam1/fall-24-cam1.mp4 , train
fall_25_cam0, urfd_videos           , fall   ,      1, urfd::fall-25, cam0   , data/urfd_videos/fall/fall-25/cam0/fall-25-cam0.mp4 , train
fall_25_cam1, urfd_videos           , fall   ,      1, urfd::fall-25, cam1   , data/urfd_videos/fall/fall-25/cam1/fall-25-cam1.mp4 , train
fall_27_cam0, urfd_videos           , fall   ,      1, urfd::fall-27, cam0   , data/urfd_videos/fall/fall-27/cam0/fall-27-cam0.mp4 , train
fall_27_cam1, urfd_videos           , fall   ,      1, urfd::fall-27, cam1   , data/urfd_videos/fall/fall-27/cam1/fall-27-cam1.mp4 , train
adl_01_cam0 , urfd_videos           , no_fall,      0, urfd::adl-01 , cam0   , data/urfd_videos/No fall/adl-01/cam0/adl-01-cam0.mp4, train
adl_02_cam0 , urfd_videos           , no_fall,      0, urfd::adl-02 , cam0   , data/urfd_videos/No fall/adl-02/cam0/adl-02-cam0.mp4, train
adl_03_cam0 , urfd_videos           , no_fall,      0, urfd::adl-03 , cam0   , data/urfd_videos/No fall/adl-03/cam0/adl-03-cam0.mp4, train
adl_04_cam0 , urfd_videos           , no_fall,      0, urfd::adl-04 , cam0   , data/urfd_videos/No fall/adl-04/cam0/adl-04-cam0.mp4, train
adl_05_cam0 , urfd_videos           , no_fall,      0, urfd::adl-05 , cam0   , data/urfd_videos/No fall/adl-05/cam0/adl-05-cam0.mp4, train
adl_06_cam0 , urfd_videos           , no_fall,      0, urfd::adl-06 , cam0   , data/urfd_videos/No fall/adl-06/cam0/adl-06-cam0.mp4, train
adl_08_cam0 , urfd_videos           , no_fall,      0, urfd::adl-08 , cam0   , data/urfd_videos/No fall/adl-08/cam0/adl-08-cam0.mp4, train
adl_09_cam0 , urfd_videos           , no_fall,      0, urfd::adl-09 , cam0   , data/urfd_videos/No fall/adl-09/cam0/adl-09-cam0.mp4, train
adl_10_cam0 , urfd_videos           , no_fall,      0, urfd::adl-10 , cam0   , data/urfd_videos/No fall/adl-10/cam0/adl-10-cam0.mp4, train
adl_11_cam0 , urfd_videos           , no_fall,      0, urfd::adl-11 , cam0   , data/urfd_videos/No fall/adl-11/cam0/adl-11-cam0.mp4, train
adl_13_cam0 , urfd_videos           , no_fall,      0, urfd::adl-13 , cam0   , data/urfd_videos/No fall/adl-13/cam0/adl-13-cam0.mp4, train
adl_14_cam0 , urfd_videos           , no_fall,      0, urfd::adl-14 , cam0   , data/urfd_videos/No fall/adl-14/cam0/adl-14-cam0.mp4, train
adl_16_cam0 , urfd_videos           , no_fall,      0, urfd::adl-16 , cam0   , data/urfd_videos/No fall/adl-16/cam0/adl-16-cam0.mp4, train
adl_17_cam0 , urfd_videos           , no_fall,      0, urfd::adl-17 , cam0   , data/urfd_videos/No fall/adl-17/cam0/adl-17-cam0.mp4, train
adl_22_cam0 , urfd_videos           , no_fall,      0, urfd::adl-22 , cam0   , data/urfd_videos/No fall/adl-22/cam0/adl-22-cam0.mp4, train
adl_23_cam0 , urfd_videos           , no_fall,      0, urfd::adl-23 , cam0   , data/urfd_videos/No fall/adl-23/cam0/adl-23-cam0.mp4, train
adl_24_cam0 , urfd_videos           , no_fall,      0, urfd::adl-24 , cam0   , data/urfd_videos/No fall/adl-24/cam0/adl-24-cam0.mp4, train
adl_25_cam0 , urfd_videos           , no_fall,      0, urfd::adl-25 , cam0   , data/urfd_videos/No fall/adl-25/cam0/adl-25-cam0.mp4, train
adl_26_cam0 , urfd_videos           , no_fall,      0, urfd::adl-26 , cam0   , data/urfd_videos/No fall/adl-26/cam0/adl-26-cam0.mp4, train
adl_27_cam0 , urfd_videos           , no_fall,      0, urfd::adl-27 , cam0   , data/urfd_videos/No fall/adl-27/cam0/adl-27-cam0.mp4, train
adl_30_cam0 , urfd_videos           , no_fall,      0, urfd::adl-30 , cam0   , data/urfd_videos/No fall/adl-30/cam0/adl-30-cam0.mp4, train
adl_31_cam0 , urfd_videos           , no_fall,      0, urfd::adl-31 , cam0   , data/urfd_videos/No fall/adl-31/cam0/adl-31-cam0.mp4, train
adl_33_cam0 , urfd_videos           , no_fall,      0, urfd::adl-33 , cam0   , data/urfd_videos/No fall/adl-33/cam0/adl-33-cam0.mp4, train
adl_35_cam0 , urfd_videos           , no_fall,      0, urfd::adl-35 , cam0   , data/urfd_videos/No fall/adl-35/cam0/adl-35-cam0.mp4, train
adl_36_cam0 , urfd_videos           , no_fall,      0, urfd::adl-36 , cam0   , data/urfd_videos/No fall/adl-36/cam0/adl-36-cam0.mp4, train
adl_37_cam0 , urfd_videos           , no_fall,      0, urfd::adl-37 , cam0   , data/urfd_videos/No fall/adl-37/cam0/adl-37-cam0.mp4, train
adl_38_cam0 , urfd_videos           , no_fall,      0, urfd::adl-38 , cam0   , data/urfd_videos/No fall/adl-38/cam0/adl-38-cam0.mp4, train
adl_39_cam0 , urfd_videos           , no_fall,      0, urfd::adl-39 , cam0   , data/urfd_videos/No fall/adl-39/cam0/adl-39-cam0.mp4, train
adl_40_cam0 , urfd_videos           , no_fall,      0, urfd::adl-40 , cam0   , data/urfd_videos/No fall/adl-40/cam0/adl-40-cam0.mp4, train
fall_05_cam0, urfd_videos           , fall   ,      1, urfd::fall-05, cam0   , data/urfd_videos/fall/fall-05/cam0/fall-05-cam0.mp4 , val
fall_05_cam1, urfd_videos           , fall   ,      1, urfd::fall-05, cam1   , data/urfd_videos/fall/fall-05/cam1/fall-05-cam1.mp4 , val
fall_26_cam0, urfd_videos           , fall   ,      1, urfd::fall-26, cam0   , data/urfd_videos/fall/fall-26/cam0/fall-26-cam0.mp4 , val
fall_26_cam1, urfd_videos           , fall   ,      1, urfd::fall-26, cam1   , data/urfd_videos/fall/fall-26/cam1/fall-26-cam1.mp4 , val
fall_28_cam0, urfd_videos           , fall   ,      1, urfd::fall-28, cam0   , data/urfd_videos/fall/fall-28/cam0/fall-28-cam0.mp4 , val
fall_28_cam1, urfd_videos           , fall   ,      1, urfd::fall-28, cam1   , data/urfd_videos/fall/fall-28/cam1/fall-28-cam1.mp4 , val
fall_30_cam0, urfd_videos           , fall   ,      1, urfd::fall-30, cam0   , data/urfd_videos/fall/fall-30/cam0/fall-30-cam0.mp4 , val
fall_30_cam1, urfd_videos           , fall   ,      1, urfd::fall-30, cam1   , data/urfd_videos/fall/fall-30/cam1/fall-30-cam1.mp4 , val
adl_07_cam0 , urfd_videos           , no_fall,      0, urfd::adl-07 , cam0   , data/urfd_videos/No fall/adl-07/cam0/adl-07-cam0.mp4, val
adl_12_cam0 , urfd_videos           , no_fall,      0, urfd::adl-12 , cam0   , data/urfd_videos/No fall/adl-12/cam0/adl-12-cam0.mp4, val
adl_15_cam0 , urfd_videos           , no_fall,      0, urfd::adl-15 , cam0   , data/urfd_videos/No fall/adl-15/cam0/adl-15-cam0.mp4, val
adl_20_cam0 , urfd_videos           , no_fall,      0, urfd::adl-20 , cam0   , data/urfd_videos/No fall/adl-20/cam0/adl-20-cam0.mp4, val
adl_21_cam0 , urfd_videos           , no_fall,      0, urfd::adl-21 , cam0   , data/urfd_videos/No fall/adl-21/cam0/adl-21-cam0.mp4, val
adl_29_cam0 , urfd_videos           , no_fall,      0, urfd::adl-29 , cam0   , data/urfd_videos/No fall/adl-29/cam0/adl-29-cam0.mp4, val
voxel_01-4  , voxel_huggingface_data, fall   ,      1, voxel::01-4  , unknown, data/voxel_huggingface_data/Fall/01-4.mp4           , test
voxel_02-6  , voxel_huggingface_data, fall   ,      1, voxel::02-6  , unknown, data/voxel_huggingface_data/Fall/02-6.mp4           , test
voxel_07-3  , voxel_huggingface_data, fall   ,      1, voxel::07-3  , unknown, data/voxel_huggingface_data/Fall/07-3.mp4           , test
voxel_10-8  , voxel_huggingface_data, fall   ,      1, voxel::10-8  , unknown, data/voxel_huggingface_data/Fall/10-8.mp4           , test
voxel_12-4  , voxel_huggingface_data, fall   ,      1, voxel::12-4  , unknown, data/voxel_huggingface_data/Fall/12-4.mp4           , test
voxel_13-8  , voxel_huggingface_data, fall   ,      1, voxel::13-8  , unknown, data/voxel_huggingface_data/Fall/13-8.mp4           , test
voxel_15-6  , voxel_huggingface_data, fall   ,      1, voxel::15-6  , unknown, data/voxel_huggingface_data/Fall/15-6.mp4           , test
voxel_17-6  , voxel_huggingface_data, fall   ,      1, voxel::17-6  , unknown, data/voxel_huggingface_data/Fall/17-6.mp4           , test
voxel_19-4  , voxel_huggingface_data, fall   ,      1, voxel::19-4  , unknown, data/voxel_huggingface_data/Fall/19-4.mp4           , test
voxel_22-2  , voxel_huggingface_data, fall   ,      1, voxel::22-2  , unknown, data/voxel_huggingface_data/Fall/22-2.mp4           , test
voxel_01    , voxel_huggingface_data, no_fall,      0, voxel::01    , unknown, data/voxel_huggingface_data/No Fall/01.mp4          , test
voxel_03-3  , voxel_huggingface_data, no_fall,      0, voxel::03-3  , unknown, data/voxel_huggingface_data/No Fall/03-3.mp4        , test
voxel_05-3  , voxel_huggingface_data, no_fall,      0, voxel::05-3  , unknown, data/voxel_huggingface_data/No Fall/05-3.mp4        , test
voxel_06-6  , voxel_huggingface_data, no_fall,      0, voxel::06-6  , unknown, data/voxel_huggingface_data/No Fall/06-6.mp4        , test
voxel_09    , voxel_huggingface_data, no_fall,      0, voxel::09    , unknown, data/voxel_huggingface_data/No Fall/09.mp4          , test
voxel_09-3  , voxel_huggingface_data, no_fall,      0, voxel::09-3  , unknown, data/voxel_huggingface_data/No Fall/09-3.mp4        , test
voxel_11-7  , voxel_huggingface_data, no_fall,      0, voxel::11-7  , unknown, data/voxel_huggingface_data/No Fall/11-7.mp4        , test
voxel_12    , voxel_huggingface_data, no_fall,      0, voxel::12    , unknown, data/voxel_huggingface_data/No Fall/12.mp4          , test
voxel_14    , voxel_huggingface_data, no_fall,      0, voxel::14    , unknown, data/voxel_huggingface_data/No Fall/14.mp4          , test
voxel_14-5  , voxel_huggingface_data, no_fall,      0, voxel::14-5  , unknown, data/voxel_huggingface_data/No Fall/14-5.mp4        , test
voxel_19    , voxel_huggingface_data, no_fall,      0, voxel::19    , unknown, data/voxel_huggingface_data/No Fall/19.mp4          , test
voxel_20-3  , voxel_huggingface_data, no_fall,      0, voxel::20-3  , unknown, data/voxel_huggingface_data/No Fall/20-3.mp4        , test
voxel_22    , voxel_huggingface_data, no_fall,      0, voxel::22    , unknown, data/voxel_huggingface_data/No Fall/22.mp4          , test
voxel_23    , voxel_huggingface_data, no_fall,      0, voxel::23    , unknown, data/voxel_huggingface_data/No Fall/23.mp4          , test
voxel_01-2  , voxel_huggingface_data, fall   ,      1, voxel::01-2  , unknown, data/voxel_huggingface_data/Fall/01-2.mp4           , train
voxel_01-6  , voxel_huggingface_data, fall   ,      1, voxel::01-6  , unknown, data/voxel_huggingface_data/Fall/01-6.mp4           , train
voxel_01-8  , voxel_huggingface_data, fall   ,      1, voxel::01-8  , unknown, data/voxel_huggingface_data/Fall/01-8.mp4           , train
voxel_02-2  , voxel_huggingface_data, fall   ,      1, voxel::02-2  , unknown, data/voxel_huggingface_data/Fall/02-2.mp4           , train
voxel_02-8  , voxel_huggingface_data, fall   ,      1, voxel::02-8  , unknown, data/voxel_huggingface_data/Fall/02-8.mp4           , train
voxel_03-2  , voxel_huggingface_data, fall   ,      1, voxel::03-2  , unknown, data/voxel_huggingface_data/Fall/03-2.mp4           , train
voxel_03-4  , voxel_huggingface_data, fall   ,      1, voxel::03-4  , unknown, data/voxel_huggingface_data/Fall/03-4.mp4           , train
voxel_03-6  , voxel_huggingface_data, fall   ,      1, voxel::03-6  , unknown, data/voxel_huggingface_data/Fall/03-6.mp4           , train
voxel_03-8  , voxel_huggingface_data, fall   ,      1, voxel::03-8  , unknown, data/voxel_huggingface_data/Fall/03-8.mp4           , train
voxel_04-2  , voxel_huggingface_data, fall   ,      1, voxel::04-2  , unknown, data/voxel_huggingface_data/Fall/04-2.mp4           , train
voxel_04-4  , voxel_huggingface_data, fall   ,      1, voxel::04-4  , unknown, data/voxel_huggingface_data/Fall/04-4.mp4           , train
voxel_04-6  , voxel_huggingface_data, fall   ,      1, voxel::04-6  , unknown, data/voxel_huggingface_data/Fall/04-6.mp4           , train
voxel_04-8  , voxel_huggingface_data, fall   ,      1, voxel::04-8  , unknown, data/voxel_huggingface_data/Fall/04-8.mp4           , train
voxel_05-2  , voxel_huggingface_data, fall   ,      1, voxel::05-2  , unknown, data/voxel_huggingface_data/Fall/05-2.mp4           , train
voxel_05-4  , voxel_huggingface_data, fall   ,      1, voxel::05-4  , unknown, data/voxel_huggingface_data/Fall/05-4.mp4           , train
voxel_05-6  , voxel_huggingface_data, fall   ,      1, voxel::05-6  , unknown, data/voxel_huggingface_data/Fall/05-6.mp4           , train
voxel_05-8  , voxel_huggingface_data, fall   ,      1, voxel::05-8  , unknown, data/voxel_huggingface_data/Fall/05-8.mp4           , train
voxel_06    , voxel_huggingface_data, fall   ,      1, voxel::06    , unknown, data/voxel_huggingface_data/Fall/06.mp4             , train
voxel_06-3  , voxel_huggingface_data, fall   ,      1, voxel::06-3  , unknown, data/voxel_huggingface_data/Fall/06-3.mp4           , train
voxel_06-5  , voxel_huggingface_data, fall   ,      1, voxel::06-5  , unknown, data/voxel_huggingface_data/Fall/06-5.mp4           , train
voxel_06-7  , voxel_huggingface_data, fall   ,      1, voxel::06-7  , unknown, data/voxel_huggingface_data/Fall/06-7.mp4           , train
voxel_07-4  , voxel_huggingface_data, fall   ,      1, voxel::07-4  , unknown, data/voxel_huggingface_data/Fall/07-4.mp4           , train
voxel_07-6  , voxel_huggingface_data, fall   ,      1, voxel::07-6  , unknown, data/voxel_huggingface_data/Fall/07-6.mp4           , train
voxel_08-2  , voxel_huggingface_data, fall   ,      1, voxel::08-2  , unknown, data/voxel_huggingface_data/Fall/08-2.mp4           , train
voxel_08-4  , voxel_huggingface_data, fall   ,      1, voxel::08-4  , unknown, data/voxel_huggingface_data/Fall/08-4.mp4           , train
voxel_08-6  , voxel_huggingface_data, fall   ,      1, voxel::08-6  , unknown, data/voxel_huggingface_data/Fall/08-6.mp4           , train
voxel_08-8  , voxel_huggingface_data, fall   ,      1, voxel::08-8  , unknown, data/voxel_huggingface_data/Fall/08-8.mp4           , train
voxel_09-2  , voxel_huggingface_data, fall   ,      1, voxel::09-2  , unknown, data/voxel_huggingface_data/Fall/09-2.mp4           , train
voxel_09-4  , voxel_huggingface_data, fall   ,      1, voxel::09-4  , unknown, data/voxel_huggingface_data/Fall/09-4.mp4           , train
voxel_09-8  , voxel_huggingface_data, fall   ,      1, voxel::09-8  , unknown, data/voxel_huggingface_data/Fall/09-8.mp4           , train
voxel_10-2  , voxel_huggingface_data, fall   ,      1, voxel::10-2  , unknown, data/voxel_huggingface_data/Fall/10-2.mp4           , train
voxel_10-4  , voxel_huggingface_data, fall   ,      1, voxel::10-4  , unknown, data/voxel_huggingface_data/Fall/10-4.mp4           , train
voxel_10-6  , voxel_huggingface_data, fall   ,      1, voxel::10-6  , unknown, data/voxel_huggingface_data/Fall/10-6.mp4           , train
voxel_11-2  , voxel_huggingface_data, fall   ,      1, voxel::11-2  , unknown, data/voxel_huggingface_data/Fall/11-2.mp4           , train
voxel_11-6  , voxel_huggingface_data, fall   ,      1, voxel::11-6  , unknown, data/voxel_huggingface_data/Fall/11-6.mp4           , train
voxel_11-8  , voxel_huggingface_data, fall   ,      1, voxel::11-8  , unknown, data/voxel_huggingface_data/Fall/11-8.mp4           , train
voxel_12-2  , voxel_huggingface_data, fall   ,      1, voxel::12-2  , unknown, data/voxel_huggingface_data/Fall/12-2.mp4           , train
voxel_12-6  , voxel_huggingface_data, fall   ,      1, voxel::12-6  , unknown, data/voxel_huggingface_data/Fall/12-6.mp4           , train
voxel_13-2  , voxel_huggingface_data, fall   ,      1, voxel::13-2  , unknown, data/voxel_huggingface_data/Fall/13-2.mp4           , train
voxel_13-4  , voxel_huggingface_data, fall   ,      1, voxel::13-4  , unknown, data/voxel_huggingface_data/Fall/13-4.mp4           , train
voxel_13-6  , voxel_huggingface_data, fall   ,      1, voxel::13-6  , unknown, data/voxel_huggingface_data/Fall/13-6.mp4           , train
voxel_14-6  , voxel_huggingface_data, fall   ,      1, voxel::14-6  , unknown, data/voxel_huggingface_data/Fall/14-6.mp4           , train
voxel_14-8  , voxel_huggingface_data, fall   ,      1, voxel::14-8  , unknown, data/voxel_huggingface_data/Fall/14-8.mp4           , train
voxel_15-2  , voxel_huggingface_data, fall   ,      1, voxel::15-2  , unknown, data/voxel_huggingface_data/Fall/15-2.mp4           , train
voxel_15-4  , voxel_huggingface_data, fall   ,      1, voxel::15-4  , unknown, data/voxel_huggingface_data/Fall/15-4.mp4           , train
voxel_15-8  , voxel_huggingface_data, fall   ,      1, voxel::15-8  , unknown, data/voxel_huggingface_data/Fall/15-8.mp4           , train
voxel_16-4  , voxel_huggingface_data, fall   ,      1, voxel::16-4  , unknown, data/voxel_huggingface_data/Fall/16-4.mp4           , train
voxel_16-6  , voxel_huggingface_data, fall   ,      1, voxel::16-6  , unknown, data/voxel_huggingface_data/Fall/16-6.mp4           , train
voxel_18-4  , voxel_huggingface_data, fall   ,      1, voxel::18-4  , unknown, data/voxel_huggingface_data/Fall/18-4.mp4           , train
voxel_19-2  , voxel_huggingface_data, fall   ,      1, voxel::19-2  , unknown, data/voxel_huggingface_data/Fall/19-2.mp4           , train
voxel_20-2  , voxel_huggingface_data, fall   ,      1, voxel::20-2  , unknown, data/voxel_huggingface_data/Fall/20-2.mp4           , train
voxel_21-2  , voxel_huggingface_data, fall   ,      1, voxel::21-2  , unknown, data/voxel_huggingface_data/Fall/21-2.mp4           , train
voxel_24    , voxel_huggingface_data, fall   ,      1, voxel::24    , unknown, data/voxel_huggingface_data/Fall/24.mp4             , train
voxel_25    , voxel_huggingface_data, fall   ,      1, voxel::25    , unknown, data/voxel_huggingface_data/Fall/25.mp4             , train
voxel_01-3  , voxel_huggingface_data, no_fall,      0, voxel::01-3  , unknown, data/voxel_huggingface_data/No Fall/01-3.mp4        , train
voxel_01-5  , voxel_huggingface_data, no_fall,      0, voxel::01-5  , unknown, data/voxel_huggingface_data/No Fall/01-5.mp4        , train
voxel_01-7  , voxel_huggingface_data, no_fall,      0, voxel::01-7  , unknown, data/voxel_huggingface_data/No Fall/01-7.mp4        , train
voxel_02    , voxel_huggingface_data, no_fall,      0, voxel::02    , unknown, data/voxel_huggingface_data/No Fall/02.mp4          , train
voxel_02-3  , voxel_huggingface_data, no_fall,      0, voxel::02-3  , unknown, data/voxel_huggingface_data/No Fall/02-3.mp4        , train
voxel_02-5  , voxel_huggingface_data, no_fall,      0, voxel::02-5  , unknown, data/voxel_huggingface_data/No Fall/02-5.mp4        , train
voxel_02-7  , voxel_huggingface_data, no_fall,      0, voxel::02-7  , unknown, data/voxel_huggingface_data/No Fall/02-7.mp4        , train
voxel_03    , voxel_huggingface_data, no_fall,      0, voxel::03    , unknown, data/voxel_huggingface_data/No Fall/03.mp4          , train
voxel_03-7  , voxel_huggingface_data, no_fall,      0, voxel::03-7  , unknown, data/voxel_huggingface_data/No Fall/03-7.mp4        , train
voxel_04    , voxel_huggingface_data, no_fall,      0, voxel::04    , unknown, data/voxel_huggingface_data/No Fall/04.mp4          , train
voxel_04-5  , voxel_huggingface_data, no_fall,      0, voxel::04-5  , unknown, data/voxel_huggingface_data/No Fall/04-5.mp4        , train
voxel_04-7  , voxel_huggingface_data, no_fall,      0, voxel::04-7  , unknown, data/voxel_huggingface_data/No Fall/04-7.mp4        , train
voxel_05    , voxel_huggingface_data, no_fall,      0, voxel::05    , unknown, data/voxel_huggingface_data/No Fall/05.mp4          , train
