window_id,video_id,split,label,target,source_video_path,video_start_time_seconds,video_end_time_seconds,window_start_time_seconds,window_end_time_seconds,window_index,window_size,pose_json,pose_frame_count,frame_paths,frame_timestamps_seconds
fall_02_cam0_w0002,fall_02_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam0/fall-02-cam0.mp4,0.0,3.6667,1.3333,2.0,2,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam0__video_0p000s_to_3p667s/window_0002__time_1p333s_to_2p000s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/fall_02_cam0/frame_000040.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000050.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000060.jpg,1.3333|1.6667|2.0
fall_02_cam0_w0003,fall_02_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam0/fall-02-cam0.mp4,0.0,3.6667,2.0,2.6667,3,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam0__video_0p000s_to_3p667s/window_0003__time_2p000s_to_2p667s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/fall_02_cam0/frame_000060.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000070.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000080.jpg,2.0|2.3333|2.6667
fall_02_cam0_w0004,fall_02_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam0/fall-02-cam0.mp4,0.0,3.6667,2.6667,3.3333,4,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam0__video_0p000s_to_3p667s/window_0004__time_2p667s_to_3p333s__frames_000080_to_000100.json,3,data/processed/frames/train/fall/fall_02_cam0/frame_000080.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000090.jpg|data/processed/frames/train/fall/fall_02_cam0/frame_000100.jpg,2.6667|3.0|3.3333
fall_02_cam1_w0000,fall_02_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4,0.0,3.6667,0.0,0.6667,0,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam1__video_0p000s_to_3p667s/window_0000__time_0p000s_to_0p667s__frames_000000_to_000020.json,1,data/processed/frames/train/fall/fall_02_cam1/frame_000000.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000010.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000020.jpg,0.0|0.3333|0.6667
fall_02_cam1_w0001,fall_02_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4,0.0,3.6667,0.6667,1.3333,1,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam1__video_0p000s_to_3p667s/window_0001__time_0p667s_to_1p333s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/fall_02_cam1/frame_000020.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000030.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000040.jpg,0.6667|1.0|1.3333
fall_02_cam1_w0002,fall_02_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4,0.0,3.6667,1.3333,2.0,2,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam1__video_0p000s_to_3p667s/window_0002__time_1p333s_to_2p000s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/fall_02_cam1/frame_000040.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000050.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000060.jpg,1.3333|1.6667|2.0
fall_02_cam1_w0003,fall_02_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4,0.0,3.6667,2.0,2.6667,3,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam1__video_0p000s_to_3p667s/window_0003__time_2p000s_to_2p667s__frames_000060_to_000080.json,2,data/processed/frames/train/fall/fall_02_cam1/frame_000060.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000070.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000080.jpg,2.0|2.3333|2.6667
fall_02_cam1_w0004,fall_02_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-02/cam1/fall-02-cam1.mp4,0.0,3.6667,2.6667,3.3333,4,3,data/processed/window_poses_readable/train/label_fall/fall_02_cam1__video_0p000s_to_3p667s/window_0004__time_2p667s_to_3p333s__frames_000080_to_000100.json,2,data/processed/frames/train/fall/fall_02_cam1/frame_000080.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000090.jpg|data/processed/frames/train/fall/fall_02_cam1/frame_000100.jpg,2.6667|3.0|3.3333
fall_03_cam0_w0000,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,0.0,0.6667,0,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0000__time_0p000s_to_0p667s__frames_000000_to_000020.json,0,data/processed/frames/train/fall/fall_03_cam0/frame_000000.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000010.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000020.jpg,0.0|0.3333|0.6667
fall_03_cam0_w0001,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,0.6667,1.3333,1,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0001__time_0p667s_to_1p333s__frames_000020_to_000040.json,0,data/processed/frames/train/fall/fall_03_cam0/frame_000020.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000030.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000040.jpg,0.6667|1.0|1.3333
fall_03_cam0_w0002,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,1.3333,2.0,2,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0002__time_1p333s_to_2p000s__frames_000040_to_000060.json,2,data/processed/frames/train/fall/fall_03_cam0/frame_000040.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000050.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000060.jpg,1.3333|1.6667|2.0
fall_03_cam0_w0003,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,2.0,2.6667,3,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0003__time_2p000s_to_2p667s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000060.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000070.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000080.jpg,2.0|2.3333|2.6667
fall_03_cam0_w0004,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,2.6667,3.3333,4,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0004__time_2p667s_to_3p333s__frames_000080_to_000100.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000080.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000090.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000100.jpg,2.6667|3.0|3.3333
fall_03_cam0_w0005,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,3.3333,4.0,5,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0005__time_3p333s_to_4p000s__frames_000100_to_000120.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000100.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000110.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000120.jpg,3.3333|3.6667|4.0
fall_03_cam0_w0006,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,4.0,4.6667,6,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0006__time_4p000s_to_4p667s__frames_000120_to_000140.json,2,data/processed/frames/train/fall/fall_03_cam0/frame_000120.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000130.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000140.jpg,4.0|4.3333|4.6667
fall_03_cam0_w0007,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,4.6667,5.3333,7,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0007__time_4p667s_to_5p333s__frames_000140_to_000160.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000140.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000150.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000160.jpg,4.6667|5.0|5.3333
fall_03_cam0_w0008,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,5.3333,6.0,8,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0008__time_5p333s_to_6p000s__frames_000160_to_000180.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000160.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000170.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000180.jpg,5.3333|5.6667|6.0
fall_03_cam0_w0009,fall_03_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam0/fall-03-cam0.mp4,0.0,7.1667,6.0,6.6667,9,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam0__video_0p000s_to_7p167s/window_0009__time_6p000s_to_6p667s__frames_000180_to_000200.json,3,data/processed/frames/train/fall/fall_03_cam0/frame_000180.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000190.jpg|data/processed/frames/train/fall/fall_03_cam0/frame_000200.jpg,6.0|6.3333|6.6667
fall_03_cam1_w0000,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,0.0,0.6667,0,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0000__time_0p000s_to_0p667s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/fall_03_cam1/frame_000000.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000010.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000020.jpg,0.0|0.3333|0.6667
fall_03_cam1_w0001,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,0.6667,1.3333,1,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0001__time_0p667s_to_1p333s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/fall_03_cam1/frame_000020.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000030.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000040.jpg,0.6667|1.0|1.3333
fall_03_cam1_w0002,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,1.3333,2.0,2,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0002__time_1p333s_to_2p000s__frames_000040_to_000060.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000040.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000050.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000060.jpg,1.3333|1.6667|2.0
fall_03_cam1_w0003,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,2.0,2.6667,3,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0003__time_2p000s_to_2p667s__frames_000060_to_000080.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000060.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000070.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000080.jpg,2.0|2.3333|2.6667
fall_03_cam1_w0004,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,2.6667,3.3333,4,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0004__time_2p667s_to_3p333s__frames_000080_to_000100.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000080.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000090.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000100.jpg,2.6667|3.0|3.3333
fall_03_cam1_w0005,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,3.3333,4.0,5,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0005__time_3p333s_to_4p000s__frames_000100_to_000120.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000100.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000110.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000120.jpg,3.3333|3.6667|4.0
fall_03_cam1_w0006,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,4.0,4.6667,6,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0006__time_4p000s_to_4p667s__frames_000120_to_000140.json,1,data/processed/frames/train/fall/fall_03_cam1/frame_000120.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000130.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000140.jpg,4.0|4.3333|4.6667
fall_03_cam1_w0007,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,4.6667,5.3333,7,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0007__time_4p667s_to_5p333s__frames_000140_to_000160.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000140.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000150.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000160.jpg,4.6667|5.0|5.3333
fall_03_cam1_w0008,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,5.3333,6.0,8,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0008__time_5p333s_to_6p000s__frames_000160_to_000180.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000160.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000170.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000180.jpg,5.3333|5.6667|6.0
fall_03_cam1_w0009,fall_03_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-03/cam1/fall-03-cam1.mp4,0.0,7.1667,6.0,6.6667,9,3,data/processed/window_poses_readable/train/label_fall/fall_03_cam1__video_0p000s_to_7p167s/window_0009__time_6p000s_to_6p667s__frames_000180_to_000200.json,2,data/processed/frames/train/fall/fall_03_cam1/frame_000180.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000190.jpg|data/processed/frames/train/fall/fall_03_cam1/frame_000200.jpg,6.0|6.3333|6.6667
fall_06_cam0_w0000,fall_06_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam0/fall-06-cam0.mp4,0.0,3.3333,0.0,0.6667,0,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam0__video_0p000s_to_3p333s/window_0000__time_0p000s_to_0p667s__frames_000000_to_000020.json,3,data/processed/frames/train/fall/fall_06_cam0/frame_000000.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000010.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000020.jpg,0.0|0.3333|0.6667
fall_06_cam0_w0001,fall_06_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam0/fall-06-cam0.mp4,0.0,3.3333,0.6667,1.3333,1,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam0__video_0p000s_to_3p333s/window_0001__time_0p667s_to_1p333s__frames_000020_to_000040.json,3,data/processed/frames/train/fall/fall_06_cam0/frame_000020.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000030.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000040.jpg,0.6667|1.0|1.3333
fall_06_cam0_w0002,fall_06_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam0/fall-06-cam0.mp4,0.0,3.3333,1.3333,2.0,2,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam0__video_0p000s_to_3p333s/window_0002__time_1p333s_to_2p000s__frames_000040_to_000060.json,3,data/processed/frames/train/fall/fall_06_cam0/frame_000040.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000050.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000060.jpg,1.3333|1.6667|2.0
fall_06_cam0_w0003,fall_06_cam0,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam0/fall-06-cam0.mp4,0.0,3.3333,2.0,2.6667,3,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam0__video_0p000s_to_3p333s/window_0003__time_2p000s_to_2p667s__frames_000060_to_000080.json,3,data/processed/frames/train/fall/fall_06_cam0/frame_000060.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000070.jpg|data/processed/frames/train/fall/fall_06_cam0/frame_000080.jpg,2.0|2.3333|2.6667
fall_06_cam1_w0000,fall_06_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam1/fall-06-cam1.mp4,0.0,3.3333,0.0,0.6667,0,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam1__video_0p000s_to_3p333s/window_0000__time_0p000s_to_0p667s__frames_000000_to_000020.json,2,data/processed/frames/train/fall/fall_06_cam1/frame_000000.jpg|data/processed/frames/train/fall/fall_06_cam1/frame_000010.jpg|data/processed/frames/train/fall/fall_06_cam1/frame_000020.jpg,0.0|0.3333|0.6667
fall_06_cam1_w0001,fall_06_cam1,train,fall,1,data/raw/urfd_videos/fall/fall-06/cam1/fall-06-cam1.mp4,0.0,3.3333,0.6667,1.3333,1,3,data/processed/window_poses_readable/train/label_fall/fall_06_cam1__video_0p000s_to_3p333s/window_0001__time_0p667s_to_1p333s__frames_000020_to_000040.json,2,data/processed/frames/train/fall/fall_06_cam1/frame_000020.jpg|data/processed/frames/train/fall/fall_06_cam1/frame_000030.jpg|data/processed/frames/train/fall/fall_06_cam1/frame_000040.jpg,0.6667|1.0|1.3333
