video_id,split,label,frame_dir,pose_json,frame_count,pose_frame_count
voxel_13-4,train,fall,data/processed/frames/train/fall/voxel_13-4,data/processed/poses/train/fall/voxel_13-4.json,13,13
voxel_13-6,train,fall,data/processed/frames/train/fall/voxel_13-6,data/processed/poses/train/fall/voxel_13-6.json,15,15
voxel_14-6,train,fall,data/processed/frames/train/fall/voxel_14-6,data/processed/poses/train/fall/voxel_14-6.json,16,11
voxel_14-8,train,fall,data/processed/frames/train/fall/voxel_14-8,data/processed/poses/train/fall/voxel_14-8.json,17,10
voxel_15-2,train,fall,data/processed/frames/train/fall/voxel_15-2,data/processed/poses/train/fall/voxel_15-2.json,35,32
voxel_15-4,train,fall,data/processed/frames/train/fall/voxel_15-4,data/processed/poses/train/fall/voxel_15-4.json,17,13
voxel_15-8,train,fall,data/processed/frames/train/fall/voxel_15-8,data/processed/poses/train/fall/voxel_15-8.json,18,18
voxel_16-4,train,fall,data/processed/frames/train/fall/voxel_16-4,data/processed/poses/train/fall/voxel_16-4.json,19,17
voxel_16-6,train,fall,data/processed/frames/train/fall/voxel_16-6,data/processed/poses/train/fall/voxel_16-6.json,22,14
voxel_18-4,train,fall,data/processed/frames/train/fall/voxel_18-4,data/processed/poses/train/fall/voxel_18-4.json,36,31
voxel_19-2,train,fall,data/processed/frames/train/fall/voxel_19-2,data/processed/poses/train/fall/voxel_19-2.json,47,42
voxel_20-2,train,fall,data/processed/frames/train/fall/voxel_20-2,data/processed/poses/train/fall/voxel_20-2.json,35,35
voxel_21-2,train,fall,data/processed/frames/train/fall/voxel_21-2,data/processed/poses/train/fall/voxel_21-2.json,29,19
voxel_24,train,fall,data/processed/frames/train/fall/voxel_24,data/processed/poses/train/fall/voxel_24.json,22,22
voxel_25,train,fall,data/processed/frames/train/fall/voxel_25,data/processed/poses/train/fall/voxel_25.json,22,22
adl_01_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_01_cam0,data/processed/poses/train/no_fall/adl_01_cam0.json,15,8
adl_02_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_02_cam0,data/processed/poses/train/no_fall/adl_02_cam0.json,18,8
adl_03_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_03_cam0,data/processed/poses/train/no_fall/adl_03_cam0.json,18,7
adl_04_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_04_cam0,data/processed/poses/train/no_fall/adl_04_cam0.json,15,10
adl_05_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_05_cam0,data/processed/poses/train/no_fall/adl_05_cam0.json,18,13
adl_06_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_06_cam0,data/processed/poses/train/no_fall/adl_06_cam0.json,23,11
adl_08_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_08_cam0,data/processed/poses/train/no_fall/adl_08_cam0.json,18,10
adl_09_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_09_cam0,data/processed/poses/train/no_fall/adl_09_cam0.json,15,11
adl_10_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_10_cam0,data/processed/poses/train/no_fall/adl_10_cam0.json,30,23
adl_11_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_11_cam0,data/processed/poses/train/no_fall/adl_11_cam0.json,30,18
adl_13_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_13_cam0,data/processed/poses/train/no_fall/adl_13_cam0.json,27,11
adl_14_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_14_cam0,data/processed/poses/train/no_fall/adl_14_cam0.json,24,11
adl_16_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_16_cam0,data/processed/poses/train/no_fall/adl_16_cam0.json,24,10
adl_17_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_17_cam0,data/processed/poses/train/no_fall/adl_17_cam0.json,23,14
adl_22_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_22_cam0,data/processed/poses/train/no_fall/adl_22_cam0.json,24,3
adl_23_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_23_cam0,data/processed/poses/train/no_fall/adl_23_cam0.json,22,3
adl_24_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_24_cam0,data/processed/poses/train/no_fall/adl_24_cam0.json,7,6
adl_25_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_25_cam0,data/processed/poses/train/no_fall/adl_25_cam0.json,11,7
adl_26_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_26_cam0,data/processed/poses/train/no_fall/adl_26_cam0.json,10,10
adl_27_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_27_cam0,data/processed/poses/train/no_fall/adl_27_cam0.json,10,10
adl_30_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_30_cam0,data/processed/poses/train/no_fall/adl_30_cam0.json,40,9
adl_31_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_31_cam0,data/processed/poses/train/no_fall/adl_31_cam0.json,25,20
adl_33_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_33_cam0,data/processed/poses/train/no_fall/adl_33_cam0.json,20,6
adl_35_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_35_cam0,data/processed/poses/train/no_fall/adl_35_cam0.json,28,12
adl_36_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_36_cam0,data/processed/poses/train/no_fall/adl_36_cam0.json,34,20
adl_37_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_37_cam0,data/processed/poses/train/no_fall/adl_37_cam0.json,35,16
adl_38_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_38_cam0,data/processed/poses/train/no_fall/adl_38_cam0.json,35,8
adl_39_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_39_cam0,data/processed/poses/train/no_fall/adl_39_cam0.json,27,9
adl_40_cam0,train,no_fall,data/processed/frames/train/no_fall/adl_40_cam0,data/processed/poses/train/no_fall/adl_40_cam0.json,33,6
voxel_01-3,train,no_fall,data/processed/frames/train/no_fall/voxel_01-3,data/processed/poses/train/no_fall/voxel_01-3.json,27,27
voxel_01-5,train,no_fall,data/processed/frames/train/no_fall/voxel_01-5,data/processed/poses/train/no_fall/voxel_01-5.json,38,38
voxel_01-7,train,no_fall,data/processed/frames/train/no_fall/voxel_01-7,data/processed/poses/train/no_fall/voxel_01-7.json,25,25
voxel_02,train,no_fall,data/processed/frames/train/no_fall/voxel_02,data/processed/poses/train/no_fall/voxel_02.json,36,35
voxel_02-3,train,no_fall,data/processed/frames/train/no_fall/voxel_02-3,data/processed/poses/train/no_fall/voxel_02-3.json,28,28
voxel_02-5,train,no_fall,data/processed/frames/train/no_fall/voxel_02-5,data/processed/poses/train/no_fall/voxel_02-5.json,32,32
voxel_02-7,train,no_fall,data/processed/frames/train/no_fall/voxel_02-7,data/processed/poses/train/no_fall/voxel_02-7.json,20,20
voxel_03,train,no_fall,data/processed/frames/train/no_fall/voxel_03,data/processed/poses/train/no_fall/voxel_03.json,36,34
voxel_03-7,train,no_fall,data/processed/frames/train/no_fall/voxel_03-7,data/processed/poses/train/no_fall/voxel_03-7.json,20,20
voxel_04,train,no_fall,data/processed/frames/train/no_fall/voxel_04,data/processed/poses/train/no_fall/voxel_04.json,24,24
voxel_04-5,train,no_fall,data/processed/frames/train/no_fall/voxel_04-5,data/processed/poses/train/no_fall/voxel_04-5.json,39,39
voxel_04-7,train,no_fall,data/processed/frames/train/no_fall/voxel_04-7,data/processed/poses/train/no_fall/voxel_04-7.json,18,18
voxel_05,train,no_fall,data/processed/frames/train/no_fall/voxel_05,data/processed/poses/train/no_fall/voxel_05.json,33,33
voxel_05-5,train,no_fall,data/processed/frames/train/no_fall/voxel_05-5,data/processed/poses/train/no_fall/voxel_05-5.json,22,18
voxel_05-7,train,no_fall,data/processed/frames/train/no_fall/voxel_05-7,data/processed/poses/train/no_fall/voxel_05-7.json,32,26
voxel_06-2,train,no_fall,data/processed/frames/train/no_fall/voxel_06-2,data/processed/poses/train/no_fall/voxel_06-2.json,27,27
voxel_06-4,train,no_fall,data/processed/frames/train/no_fall/voxel_06-4,data/processed/poses/train/no_fall/voxel_06-4.json,20,20
voxel_07,train,no_fall,data/processed/frames/train/no_fall/voxel_07,data/processed/poses/train/no_fall/voxel_07.json,39,39
voxel_07-7,train,no_fall,data/processed/frames/train/no_fall/voxel_07-7,data/processed/poses/train/no_fall/voxel_07-7.json,23,23
voxel_08,train,no_fall,data/processed/frames/train/no_fall/voxel_08,data/processed/poses/train/no_fall/voxel_08.json,41,41
voxel_08-5,train,no_fall,data/processed/frames/train/no_fall/voxel_08-5,data/processed/poses/train/no_fall/voxel_08-5.json,37,36
voxel_08-7,train,no_fall,data/processed/frames/train/no_fall/voxel_08-7,data/processed/poses/train/no_fall/voxel_08-7.json,19,19
voxel_09-5,train,no_fall,data/processed/frames/train/no_fall/voxel_09-5,data/processed/poses/train/no_fall/voxel_09-5.json,37,37
voxel_10,train,no_fall,data/processed/frames/train/no_fall/voxel_10,data/processed/poses/train/no_fall/voxel_10.json,23,23
voxel_10-3,train,no_fall,data/processed/frames/train/no_fall/voxel_10-3,data/processed/poses/train/no_fall/voxel_10-3.json,38,38
voxel_10-5,train,no_fall,data/processed/frames/train/no_fall/voxel_10-5,data/processed/poses/train/no_fall/voxel_10-5.json,39,24
voxel_10-7,train,no_fall,data/processed/frames/train/no_fall/voxel_10-7,data/processed/poses/train/no_fall/voxel_10-7.json,12,12
voxel_11,train,no_fall,data/processed/frames/train/no_fall/voxel_11,data/processed/poses/train/no_fall/voxel_11.json,30,30
voxel_11-5,train,no_fall,data/processed/frames/train/no_fall/voxel_11-5,data/processed/poses/train/no_fall/voxel_11-5.json,33,32
voxel_12-3,train,no_fall,data/processed/frames/train/no_fall/voxel_12-3,data/processed/poses/train/no_fall/voxel_12-3.json,32,27
voxel_12-5,train,no_fall,data/processed/frames/train/no_fall/voxel_12-5,data/processed/poses/train/no_fall/voxel_12-5.json,26,26
voxel_12-7,train,no_fall,data/processed/frames/train/no_fall/voxel_12-7,data/processed/poses/train/no_fall/voxel_12-7.json,22,22
voxel_13,train,no_fall,data/processed/frames/train/no_fall/voxel_13,data/processed/poses/train/no_fall/voxel_13.json,15,15
voxel_13-3,train,no_fall,data/processed/frames/train/no_fall/voxel_13-3,data/processed/poses/train/no_fall/voxel_13-3.json,26,25
voxel_13-5,train,no_fall,data/processed/frames/train/no_fall/voxel_13-5,data/processed/poses/train/no_fall/voxel_13-5.json,17,17
voxel_13-7,train,no_fall,data/processed/frames/train/no_fall/voxel_13-7,data/processed/poses/train/no_fall/voxel_13-7.json,19,19
voxel_14-2,train,no_fall,data/processed/frames/train/no_fall/voxel_14-2,data/processed/poses/train/no_fall/voxel_14-2.json,34,13
voxel_14-3,train,no_fall,data/processed/frames/train/no_fall/voxel_14-3,data/processed/poses/train/no_fall/voxel_14-3.json,27,27
voxel_14-4,train,no_fall,data/processed/frames/train/no_fall/voxel_14-4,data/processed/poses/train/no_fall/voxel_14-4.json,37,35
voxel_14-7,train,no_fall,data/processed/frames/train/no_fall/voxel_14-7,data/processed/poses/train/no_fall/voxel_14-7.json,18,18
voxel_15,train,no_fall,data/processed/frames/train/no_fall/voxel_15,data/processed/poses/train/no_fall/voxel_15.json,36,28
voxel_15-3,train,no_fall,data/processed/frames/train/no_fall/voxel_15-3,data/processed/poses/train/no_fall/voxel_15-3.json,23,22
voxel_15-5,train,no_fall,data/processed/frames/train/no_fall/voxel_15-5,data/processed/poses/train/no_fall/voxel_15-5.json,16,16
voxel_16,train,no_fall,data/processed/frames/train/no_fall/voxel_16,data/processed/poses/train/no_fall/voxel_16.json,35,30
voxel_16-3,train,no_fall,data/processed/frames/train/no_fall/voxel_16-3,data/processed/poses/train/no_fall/voxel_16-3.json,31,31
voxel_16-5,train,no_fall,data/processed/frames/train/no_fall/voxel_16-5,data/processed/poses/train/no_fall/voxel_16-5.json,22,22
voxel_16-7,train,no_fall,data/processed/frames/train/no_fall/voxel_16-7,data/processed/poses/train/no_fall/voxel_16-7.json,11,11
voxel_17-3,train,no_fall,data/processed/frames/train/no_fall/voxel_17-3,data/processed/poses/train/no_fall/voxel_17-3.json,37,37
voxel_18-2,train,no_fall,data/processed/frames/train/no_fall/voxel_18-2,data/processed/poses/train/no_fall/voxel_18-2.json,35,34
voxel_18-3,train,no_fall,data/processed/frames/train/no_fall/voxel_18-3,data/processed/poses/train/no_fall/voxel_18-3.json,34,33
voxel_18-5,train,no_fall,data/processed/frames/train/no_fall/voxel_18-5,data/processed/poses/train/no_fall/voxel_18-5.json,43,43
voxel_19-5,train,no_fall,data/processed/frames/train/no_fall/voxel_19-5,data/processed/poses/train/no_fall/voxel_19-5.json,30,29
voxel_20,train,no_fall,data/processed/frames/train/no_fall/voxel_20,data/processed/poses/train/no_fall/voxel_20.json,35,32
voxel_20-5,train,no_fall,data/processed/frames/train/no_fall/voxel_20-5,data/processed/poses/train/no_fall/voxel_20-5.json,53,53
voxel_21,train,no_fall,data/processed/frames/train/no_fall/voxel_21,data/processed/poses/train/no_fall/voxel_21.json,32,27
voxel_21-3,train,no_fall,data/processed/frames/train/no_fall/voxel_21-3,data/processed/poses/train/no_fall/voxel_21-3.json,31,31
voxel_22-3,train,no_fall,data/processed/frames/train/no_fall/voxel_22-3,data/processed/poses/train/no_fall/voxel_22-3.json,29,29
